Name,Name_graph,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key,
Zahid Muñoz,Zahid Muñoz,Juárez,2023/2024,24,Contención,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,3.73,3.73,50,3.73,0,0,3.73,0,0,0,0,11.18,7.45,0,0,50.77,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18,7.31,0,0,0,50.77,3.73,33,0,0,0,0,0,29.81,90,0,13,0,0,3.73,10,100,10,63.27,3.73,0.16,0.16,40.99,91,6.35,11.18,0,0,0,0,0,0,0,0,0,0,0,10,70,20,0,67,33,22.71,19.98,0.93,100,-2.73,21.17,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,15,-0.05,0.07,0,0,0,0.02,,
Álvaro Fidalgo,Álvaro Fidalgo,América,2023/2024,3795,Contención,0.05,0.05,0.09,0.11,0.81,6,35,1,0,0.09,0.14,0.1,1.28,0.14,0.1,1.28,0,0,0,0.19,0.19,2.09,0,1.45,0.81,0.64,56,1.73,0,1.38,1.78,0.78,1,0.52,0.63,13.52,7.73,0.02,3.44,40.87,3.32,8.61,1.21,1.99,56,1.51,2.51,0.21,41,0.95,46,0.38,0,12.1,14.32,2.42,2.16,0.33,42.76,4.03,33,1.19,55,0.05,0,0,70.39,91,5.22,4,72,1.11,6.64,12,88,-3,51.92,12,0.74,0.83,67.43,96,5.27,22.27,1.9,1.87,0.02,0.12,1.38,3.25,0.38,14,0.31,30,0.17,18,73,8,24,70,6,19.2,17.08,0.96,98,-2.12,18.45,16.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7.39,47,0.11,0.16,0.02,0.01,0,0.31,,
Ángel Márquez,Ángel Márquez,Atlas,2023/2024,2014,Contención,0.09,0.09,0.15,0.07,2.01,4,29,2,0,0.12,0,0.07,0.76,0,0.07,0.67,0,0.01,0.09,0.09,0.22,2.77,-0.13,1.47,0.76,0.71,52,2.01,0,1.43,3.35,1.43,1.27,0.85,0.72,18.1,8.76,0.01,3.4,48.37,5.32,9.7,1.7,3.13,49,1.69,2.96,0.85,29,1.74,65,1.34,0,15.6,15.82,2.19,3.93,0.27,50.04,7.86,50,2.86,73,0.18,0,0,41.42,84,2.1,22,68,1.39,2.55,19,74,-10,53.3,4.33,0.57,0.66,38.52,90,4.96,10.64,0.49,0.4,0.09,0.22,3.04,3.44,0.04,45,0.31,32,0.27,18,67,16,18,69,13,16.99,14.29,0.98,102,-2.7,16.69,14.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4.42,29,0.01,0.06,0.04,-0.03,0,0.08,,
Ángel Zapata,Ángel Zapata,Juárez,2023/2024,400,Contención,0.22,0.22,0.03,0.03,1.12,20,20,1,0,0.04,0.22,0.36,1.8,0.22,0.36,1.8,0,0,0,0.45,0.39,2.92,0.06,0.9,0.22,0.67,25,3.37,0,1.57,1.8,1.12,0.93,1.35,1.21,24.07,13.05,0,5.4,42.62,4.05,7.87,2.25,3.37,63,1.41,2.34,1.8,25,1.35,17,0.22,0,20.02,15.21,4.5,3.82,0.22,43.53,7.2,36,2.92,76,0.22,0,0,37.35,91,4.95,11,88,2.02,4.95,20,86,-5,51.48,5.17,0.55,0.83,38.02,92,4.65,10.35,1.12,0.9,0.22,0.22,1.35,2.25,0.45,0,0.22,100,0.22,12,73,15,15,76,9,21.71,18.72,1.01,99,-2.99,21.91,18.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,6.75,46,0.02,0.1,-0.14,-0.02,0,-0.05,,
Óscar Macías,Óscar Macías,Atlético San Luis,2023/2024,69,Contención,0,0,0.03,0.03,1.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.31,-0.03,1.31,1.31,0,100,1.31,0,0,0,0,0,0,0,22.26,7.86,0,5.24,50.45,13.09,15.71,3.93,3.93,60,5.18,5.18,0,33,2.62,100,2.62,0,18.33,25.92,3.93,5.24,1.31,51.68,9.17,50,3.93,75,0,0,0,78.56,89,7.86,16,67,1.31,10.48,10,100,11,53.26,15.71,0.6,0.6,64.16,100,5.42,28.81,0,0,0,0,1.31,1.31,0,0,1.31,50,0,15,77,8,23,64,14,21.55,16.19,0.97,100,-5.36,20.94,16.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.86,32,-0.1,0.13,-0.04,-0.02,0,-0.03,,
Agustín José Urzi,Agustín José Urzi,Juárez,2023/2024,428,Extremo,0.21,0.21,0.1,0.05,2.1,10,60,2,0,0.13,0,0.14,1.68,0,0.05,1.26,0,0.09,0.42,0.21,0.25,3.78,-0.04,2.94,1.68,1.26,57,0.84,0,2.94,5.89,1.05,0.8,0,0,21.66,7.99,0,3.57,54,3.78,5.47,1.89,2.94,69,1.8,2.6,2.1,50,0.84,29,0.42,0,17.66,15.05,2.52,4.42,0.42,55.85,11.14,63,3.57,81,0.21,0,0,27.54,68,2.1,82,43,0,4.84,16,63,-5,63.18,2.73,0.23,0.31,35.32,77,4.37,9.46,1.68,1.26,0.42,0,4.42,5.68,0,63,1.26,35,0,19,66,16,18,69,13,19.73,14.14,0.96,106,-5.59,18.87,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,6.03,35,0.05,-0.06,0,0.06,0,0.06,,
Aitor García,Aitor García,Juárez,2023/2024,2606,Extremo,0.28,0.28,0.18,0.06,3.11,9,33,4,0,0.13,0.03,0.05,0.79,0.03,0.04,0.73,0,0,0.07,0.31,0.22,3.9,0.09,2.8,1.31,1.48,47,0.69,0,1.14,3.42,1.07,0.85,0.59,0.53,13.78,6.22,0,2.73,51.55,3.42,6.18,1,2.07,59,0.97,1.82,1.04,32,0.69,39,0.45,0,11.74,9.8,1.9,2.35,0.48,54.11,6.7,57,1.9,81,0.17,0,0.03,26.9,72,2.07,25,52,1.21,3.38,19,71,-1,60.05,3.66,0.32,0.45,28.97,85,6.8,8.6,0.73,0.66,0.07,0.21,2.76,3.42,0.07,43,0.45,20,0.35,12,69,19,10,69,21,20.75,18.28,0.95,103,-2.47,19.78,18.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4.81,33,0.02,0.1,0.01,-0.07,0,0.06,,
Alan Medina,Alan Medina,Mazatlán,2023/2024,1230,Extremo,0,0,0.06,0.09,0.73,0,30,1,0,0.07,0,0.13,1.32,0,0.13,1.32,0,0,0,0,0.19,2.05,-0.19,3.37,1.54,1.83,46,1.17,0,2.85,5.12,1.39,1.09,0.37,0.29,16.98,7.61,0.01,3.51,45.68,2.93,6.15,1.83,3.22,74,1.46,2.55,0.88,47,0.66,35,0.88,0.07,14.34,11.54,2.63,2.85,0.07,47.1,6.29,44,2.05,72,0,0,0,29.71,76,1.17,9,64,0.95,1.24,25,70,-5,60.82,4.1,0.41,0.5,35.05,79,7.88,10.32,1.1,1.1,0,0.44,1.83,2.93,0.22,33,0.59,47,0.44,20,63,17,18,66,16,16.06,14.98,0.98,102,-1.08,15.77,15.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,5.23,40,0.05,0.06,0.08,0,0,0.2,,
Alan Medina,Alan Medina,León,2023/2024,1059,Extremo,0.17,0.17,0.14,0.09,1.53,11,28,2,0,0.1,0,0.13,1.78,0,0.11,1.19,0,0.02,0.59,0.17,0.27,3.31,-0.1,2.38,1.61,0.76,68,1.1,0,1.44,2.46,0.42,0.26,0.51,0.38,20.14,12.83,0.01,2.8,49.76,4.93,8.92,1.95,2.38,56,1.49,1.75,1.02,29,1.53,44,0.59,0,17.17,12.96,2.29,3.74,0.42,50.9,8.92,52,3.06,82,0.08,0,0.17,30.68,68,4.5,18,55,1.27,7.39,15,74,5,57.81,3.91,0.43,0.51,31.36,88,5.02,8.33,2.12,1.44,0.68,0.34,2.21,3.65,0.17,24,0.76,29,0.42,18,73,9,14,76,10,25.16,21.27,0.91,101,-3.89,22.83,21.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7.17,40,0.2,0.08,0.03,0.02,0,0.33,,
Alberto Herrera Rodríguez,Alberto Herrera Rodríguez,Puebla,2023/2024,822,Extremo,0.22,0.22,0.11,0.06,1.75,13,25,2,0,0.13,0.22,0.1,1.31,0.22,0.08,1.09,0,0.01,0.22,0.44,0.2,3.06,0.24,0.44,0.22,0.22,50,1.31,0,1.31,1.2,0.88,0.63,1.42,1.2,20.47,9.63,0.01,4.38,41.69,3.83,8.32,2.41,3.28,85,1.95,2.58,1.64,73,0.44,57,1.42,0,16.42,13.59,3.17,2.85,0.33,45.46,6.46,39,1.86,65,0.22,0,0,32.72,71,2.63,83,50,1.86,4.82,18,72,1,50.31,2.85,0.32,0.43,25.39,91,2.89,6.24,1.09,0.66,0.44,0,1.2,1.86,0,20,0.22,17,0.11,22,63,15,16,67,18,19.19,14.39,0.92,108,-4.79,17.56,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,5.36,41,0.03,0.03,0.03,0.02,0,0.11,,
Alejandro Zendejas,Alejandro Zendejas,América,2023/2024,2991,Extremo,0.27,0.27,0.16,0.1,1.53,18,43,2,0,0.24,0.12,0.14,1.17,0.12,0.13,1.08,0,0.01,0.09,0.39,0.29,2.71,0.1,2.92,1.41,1.5,48,2.02,0.03,2.26,3.85,0.81,0.91,0.57,0.62,22.15,11.37,0.01,4.3,48.61,2.68,5.36,2.23,3.04,75,2.64,3.55,1.41,47,0.75,38,0.48,0,18.54,21.25,3.01,4.63,0.24,50.31,9.09,49,3.22,69,0.15,0,0,40.47,84,1.5,75,56,0.87,2.41,18,76,-7,59.74,4.54,0.63,0.75,42.64,87,5.18,15.26,1.72,1.53,0.18,0.27,3.58,5.12,0.12,23,0.57,38,0.42,13,70,17,13,68,19,16.51,15.14,0.95,97,-1.37,15.76,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5.97,42,0.07,0.08,0.02,0.04,0,0.21,,
Alexei Domínguez Figueroa,Alexei Domínguez Figueroa,Pachuca,2023/2024,920,Extremo,0,0,0.07,0.07,1.08,0,9,1,0,0.01,0.2,0.23,2.54,0.2,0.22,2.45,0,0.01,0.1,0.2,0.3,3.62,-0.1,3.03,0.98,2.05,32,1.76,0,3.13,5.18,0.59,0.81,0.98,0.77,19.37,8.71,0,4.99,49.3,3.82,6.75,1.96,2.54,71,2.08,2.88,0.98,56,0.78,31,0.49,0,16.43,16.78,3.72,3.82,0.68,52.29,9,55,3.33,87,0,0,0,31.11,76,1.27,13,50,1.08,2.45,15,65,-11,67.85,3.23,0.4,0.55,37.66,80,6.87,14.28,1.76,1.37,0.39,0.78,3.03,4.4,0,22,0.68,29,1.08,15,70,15,12,71,17,16.55,12.39,0.94,106,-4.16,15.64,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,8.7,46,0.13,0.16,0.04,-0.04,0,0.28,,
Alexis Canelo,Alexis Canelo,Tijuana,2023/2024,277,Extremo,0,0,0.33,0.14,2.28,0,29,2,0,0.15,0.33,0.07,1.3,0.33,0.05,0.98,0,0.02,0.33,0.33,0.4,3.58,-0.07,1.3,0.33,0.98,25,1.3,0,2.93,2.93,0.33,0.47,2.28,3.14,19.2,8.79,0,3.25,50.21,4.56,6.51,1.63,1.95,71,2.1,2.57,1.63,33,0.65,64,4.56,0,15.95,20.34,2.6,3.58,0.33,54.06,9.11,57,3.58,100,0,0,0,28.97,65,1.3,27,36,2.6,3.25,29,67,2,64.02,3.25,0.73,0.79,20.83,78,5.7,10.09,0.98,0.65,0.33,0.33,4.23,4.88,0,67,0.98,30,0.33,16,73,11,16,74,10,18.64,14.15,0.91,117,-4.48,16.97,16.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,6.67,42,0.14,0.05,0.04,-0.16,0,0.08,,
Alexis Vega,Alexis Vega,Toluca,2023/2024,1290,Mediapunta,0.42,0.42,0.24,0.11,2.3,18,45,3,0,0.34,0.28,0.14,1.67,0.28,0.13,1.33,0,0.02,0.35,0.7,0.39,3.98,0.31,2.65,1.4,1.26,53,1.4,0,1.95,3.35,0.63,0.68,0.28,0.3,17.86,7.46,0.03,3,53.36,3.49,5.16,1.67,2.3,77,1.85,2.53,1.53,42,0.49,23,0.35,0,14.65,16.88,2.44,2.86,0.21,54.15,8.58,59,2.09,73,0.28,0,0,29.09,78,2.58,11,64,0.49,3.84,15,72,-6,63.78,6.56,0.44,0.61,33.62,85,5.8,14.02,1.81,1.4,0.42,0.28,3.14,4.53,0.14,15,0.42,30,0.42,15,73,12,19,72,9,19.69,14.74,0.99,110,-4.95,19.43,16.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7.43,48,0.04,0.04,0,0.03,0,0.1,,
Alexis Vega,Alexis Vega,Guadalajara,2023/2024,518,Extremo,0.17,0.17,0.13,0.05,2.43,7,43,2,0,0.25,0,0.13,1.56,0,0.09,0.87,0,0.04,0.7,0.17,0.27,4,-0.09,3.3,1.56,1.74,47,2.09,0,2.78,4.69,0.17,0.16,0.17,0.17,18.07,8.34,0,2.26,50.68,4.52,7.47,1.04,1.22,100,1.08,1.23,1.74,100,0,36,0.87,0,15.29,15.89,1.91,2.26,0,52.2,8.17,53,1.56,69,0.17,0.17,0,30.24,71,2.09,12,57,0.52,3.3,20,68,-4,64.6,4.52,0.26,0.36,35.8,80,6.96,11.47,1.56,0.87,0.7,0,2.61,3.48,0,11,0.17,10,0.17,15,72,13,14,74,12,18.82,16.04,0.95,94,-2.77,17.92,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,4.38,31,0.07,0.02,-0.01,0.14,0,0.24,,
Alán Ernesto Bautista Gutiérrez,Alán Ernesto Bautista Gutiérrez,Pachuca,2023/2024,1120,Mediapunta,0.4,0.4,0.21,0.11,1.85,22,57,3,0,0.36,0.08,0.13,1.85,0.08,0.12,1.53,0,0.01,0.32,0.48,0.34,3.7,0.15,1.37,0.48,0.88,35,0.72,0,1.77,2.89,0.72,0.77,0.48,0.55,17.6,9.49,0,4.02,56.34,3.7,6.43,0.72,1.45,50,0.91,1.68,0.32,18,0.72,28,0.72,0,16.64,17.6,3.13,3.38,0.4,58.78,10.93,66,2.81,83,0,0,0,27.65,76,1.04,11,42,0.88,2.09,20,75,-2,61.29,4.9,0.47,0.65,29.26,85,6.23,11.09,1.29,1.04,0.24,0.08,3.54,4.58,0.4,6,0.08,10,0.48,14,70,15,17,68,15,18.48,17.26,0.93,107,-1.22,17.23,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7.82,39,-0.07,0.09,0.01,0.08,0,0.11,,
Augusto Solari,Augusto Solari,Atlas,2023/2024,1303,Extremo,0.14,0.14,0.04,0.07,0.62,22,67,1,0,0.09,0.14,0.08,0.76,0.14,0.08,0.76,0,0,0,0.28,0.12,1.38,0.15,2.07,1.24,0.83,60,1.38,0,1.73,2.56,0.69,0.74,0.83,0.8,24.93,12.92,0.01,5.11,44.63,3.32,6.35,2.07,2.76,48,2.14,2.88,1.73,30,2.21,31,0.76,0,21.14,21.29,3.73,4.01,0.21,46.35,9.05,43,2.97,74,0.28,0,0,27.84,67,1.11,3,30,1.59,2.97,20,54,-13,56.67,3.04,0.43,0.5,27.49,86,5.11,6.22,0.83,0.83,0,0.28,1.52,2.35,0.14,33,0.35,18,0.21,13,71,16,12,67,21,18.89,16.84,0.86,83,-2.05,16.33,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2.92,25,0,0.05,0.03,0.04,0,0.12,,
Avilés Hurtado,Avilés Hurtado,Juárez,2023/2024,1929,Mediapunta,0.37,0.19,0.17,0.11,1.54,12,36,2,100,0.22,0.14,0.19,2.01,0.14,0.15,1.31,0,0.04,0.7,0.33,0.36,3.55,-0.03,2.43,1.31,1.12,54,2.71,0.14,1.73,4.25,0.61,0.44,0.65,0.49,20.86,10.73,0,3.59,54.73,3.55,6.02,1.35,1.96,67,1.23,1.68,1.26,38,0.65,41,0.93,0,18.25,15.14,2.85,3.64,0.19,55.89,11.06,61,3.03,83,0.19,0,0.05,33.6,77,2.8,9,65,1.21,3.78,24,73,-4,61.81,5.69,0.54,0.65,37.71,86,6.34,12.74,2.01,0.93,1.07,0.51,3.97,4.9,0.19,21,0.65,34,0.93,17,73,10,21,71,8,19.26,15.29,0.96,101,-3.97,18.56,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,7.87,50,0.03,0.17,0.03,0.02,0,0.25,,
Ayrton Preciado,Ayrton Preciado,Querétaro,2023/2024,62,Extremo,0,0,0,0,0,0,0,0,0,0,0,0.1,1.45,0,0,0,0,0.1,1.45,0,0.1,1.45,-0.1,1.45,0,1.45,0,1.45,0,2.9,4.35,0,0,2.9,1.07,14.5,8.7,0,1.45,47.42,7.25,10.15,0,0,0,0,0,2.9,0,0,0,0,0,13.05,7.78,0,4.35,0,50.74,5.8,44,4.35,100,0,0,0,26.09,85,0,7,0,2.9,2.9,15,100,15,60,2.9,0.07,0.07,30.44,81,4.61,10.15,2.9,1.45,1.45,0,0,1.45,0,50,1.45,33,0,10,65,25,14,43,43,21.6,15.64,0.77,100,-5.95,16.67,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2.17,10,0,-0.01,0,0,0,-0.01,,
Benjamín Galdames,Benjamín Galdames,Atlético San Luis,2023/2024,664,Extremo,0.41,0.41,0.2,0.12,1.63,25,33,2,0,0.13,0,0.06,1.22,0,0.04,0.95,0,0.02,0.27,0.41,0.27,2.85,0.14,2.71,1.63,1.09,60,2.98,0.14,1.63,3.53,0.54,0.59,0.41,0.38,18.17,8.95,0.01,2.85,46.27,3.53,7.19,2.03,2.58,60,1.81,2.4,0.95,44,1.36,44,0.95,0,15.19,14.3,2.17,2.85,0.27,46.42,6.1,40,1.63,57,0.27,0,0,33.5,84,1.09,8,36,0.54,2.85,16,81,-3,59.67,3.93,0.46,0.51,37.3,88,6.36,12.48,1.49,0.95,0.54,0.14,3.39,4.34,0.14,27,0.41,33,0.27,14,57,29,17,50,33,16.48,12.09,0.91,98,-4.39,14.94,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6.08,35,0.02,0.18,0.03,-0.01,0,0.22,,
Braian José Samudio Segovia,Braian José Samudio Segovia,Necaxa,2023/2024,966,Extremo,0.37,0.37,0.11,0.05,2.05,18,50,3,0,0.16,0.09,0.13,1.21,0.09,0.13,1.21,0,0,0,0.47,0.24,3.26,0.22,1.68,0.47,1.21,28,0.47,0.09,1.3,4.01,0.56,0.16,1.02,0.37,18.08,10.06,0,3.17,42.07,4.01,8.01,2.61,3.17,58,1.21,1.37,1.4,30,1.86,61,5.12,0,14.07,6.99,2.24,1.21,0.09,43.27,5.22,37,0.84,69,0.19,0,0.09,31.96,68,1.86,4,56,1.58,2.8,28,58,-10,58.21,3.91,0.48,0.57,28.61,84,5.9,9.69,1.3,1.3,0,0.75,4.75,6.06,0.09,21,0.65,44,1.02,24,66,10,23,66,11,18.44,15.86,0.95,96,-2.58,17.49,15.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,4.44,33,0.05,0.1,0.03,0.01,0,0.18,,
Braian Romero,Braian Romero,Tijuana,2023/2024,69,Extremo,0,0,0.07,0.05,1.31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1.31,-0.07,1.31,1.31,0,100,1.31,0,0,1.31,0,0,0,0,23.58,14.41,0,0,60.88,1.31,3.93,2.62,2.62,67,3.08,3.08,3.93,50,1.31,50,1.31,0,17.03,19.57,0,3.93,0,61.77,15.72,92,3.93,100,0,0,0,19.65,60,0,13,0,0,0,20,33,-27,58.03,2.62,0,0.07,15.72,83,7.46,3.93,0,0,0,0,5.24,5.24,0,0,0,0,0,7,67,27,0,67,33,14.09,14.53,0.89,178,0.44,12.57,25.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,1.05,8,-0.19,0.07,-0.04,-0.13,0,-0.3,,
Brian Lozano,Brian Lozano,Atlas,2023/2024,467,Extremo,0,0,0.07,0.02,3.28,0,29,2,0,0.02,0.39,0.29,1.54,0.39,0.28,1.35,0,0.01,0.19,0.39,0.36,4.82,0.03,2.7,1.35,1.35,50,1.93,0,1.74,3.66,0.96,1.06,0.19,0.07,23.91,11.95,0,3.28,44.42,3.86,7.9,1.93,2.89,67,2.34,3.41,1.54,56,0.96,44,0.77,0,20.44,21.95,2.89,5.01,0.19,46.09,8.48,42,3.66,73,0.39,0.19,0,42.22,75,5.59,18,58,1.35,8.48,18,70,-5,58.85,6.56,0.3,0.54,47.81,90,5.9,12.15,2.51,1.74,0.77,0.19,1.16,2.89,0.19,23,0.77,27,0,10,78,13,10,81,10,23.76,19.4,0.95,87,-4.36,22.6,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5.57,48,0.14,0.18,0.01,-0.13,0,0.2,,
Brian Rodríguez,Brian Rodríguez,América,2023/2024,1578,Extremo,0.29,0.29,0.22,0.11,2,14,40,3,0,0.24,0.17,0.24,1.31,0.17,0.24,1.2,0,0.01,0.11,0.46,0.46,3.31,0,4.68,2.28,2.4,49,1.31,0,2.28,4.56,0.29,0.41,0.34,0.46,13.8,6.5,0.02,2.62,50.8,2.79,5.36,0.68,0.97,57,0.79,1.2,0.86,43,0.51,0,0,0,12.26,14.94,1.71,2.05,0,52.9,6.39,52,1.6,78,0,0,0.06,33.36,77,1.2,14,50,0.63,2.11,15,80,3,66.12,4.62,0.64,0.85,40.37,84,7.82,14.71,1.14,1.03,0.11,0.91,5.82,6.84,0,30,0.86,28,1.2,8,70,23,7,65,28,16.55,15.65,0.93,103,-0.91,15.31,16.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,7.16,45,0.07,0.22,0.07,0,0,0.36,,
Bruce El-mesmari Sangochian,Bruce El-mesmari Sangochian,América,2023/2024,28,Extremo,0,0,0.16,0.05,3.27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.16,3.27,-0.16,3.27,0,3.27,0,0,0,6.54,3.27,0,0,0,0,32.69,6.54,0,3.27,58.82,6.54,9.81,3.27,3.27,100,4.82,4.82,3.27,0,0,0,0,0,26.15,38.61,3.27,9.81,0,56.75,13.08,50,6.54,67,0,0,0,49.03,93,0,79,0,0,0,33,100,7,55.77,0,0.29,0.45,58.84,83,4.06,16.34,3.27,3.27,0,0,0,3.27,0,0,0,0,3.27,0,53,47,0,40,60,14.86,13.98,1.05,100,-0.89,15.67,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1.31,9,-0.22,0.21,-0.06,-0.03,0,-0.1,,
Bryan Eduardo Garnica Cortéz,Bryan Eduardo Garnica Cortéz,Necaxa,2023/2024,3315,Extremo,0.08,0.08,0.08,0.12,0.73,11,33,1,0,0.09,0.14,0.15,2.06,0.11,0.12,1.49,0.03,0.04,0.57,0.22,0.24,2.8,-0.02,1.98,0.98,1,49,1.11,0,1.14,2.34,1.19,0.6,1.14,0.48,17,8.61,0.01,3.18,43.92,3.72,7.9,1.41,2.61,55,0.64,1.24,0.43,27,1.14,31,0.62,0,15.15,7.4,2.12,2.55,0.08,47.14,6.6,44,2.01,79,0.16,0,0,24.19,68,2.36,11,46,1.38,4.89,14,67,-1,62.27,2.74,0.27,0.36,24.65,86,4.94,8.23,2.42,1.41,1,0.38,1.96,3.37,0.05,44,1.47,42,0.41,23,64,13,25,61,14,21.32,15.17,0.91,94,-6.15,19.44,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,5.12,44,0.11,0.08,0.05,0.02,0,0.25,,
Cade Dylan Cowell,Cade Dylan Cowell,Guadalajara,2023/2024,870,Extremo,0.1,0.1,0.21,0.09,2.38,4,39,5,0,0.2,0,0.12,1.03,0,0.12,1.03,0,0,0,0.1,0.33,3.41,-0.23,3,1.45,1.55,48,0.72,0,3.1,6.41,0.41,0.54,0.1,0.05,15.61,6.93,0.01,1.76,64.09,4.03,5.48,0.72,1.14,41,0.74,1.28,0.62,10,1.03,17,0.31,0,14.27,13.75,1.45,2.9,0.1,63.77,10.24,72,2.48,86,0.1,0,0,19.13,66,0.62,16,43,0.21,1.34,14,63,-3,70.62,1.96,0.25,0.51,27.71,69,7.06,8.58,0.83,0.83,0,0.41,4.96,5.79,0.1,25,0.41,17,0.52,9,66,26,8,57,35,17.88,15.14,0.96,121,-2.75,17.2,18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2.93,22,-0.03,0.04,0.02,0.03,0,0.06,,
Carlos Alberto Baltazar Agraz,Carlos Alberto Baltazar Agraz,Puebla,2023/2024,763,Extremo,0.12,0.12,0.12,0.07,1.77,7,20,3,0,0.13,0.24,0.06,1.18,0.12,0.05,0.83,0.12,0.02,0.35,0.35,0.18,2.95,0.17,1.77,0.59,1.18,33,2.24,0,1.41,3.77,0.59,0.54,0.59,0.62,19.57,7.31,0.01,2.59,47.42,3.54,7.9,1.41,2,75,1.27,1.81,0.71,33,0.47,33,0.35,0,17.57,16.48,1.89,4.13,0.47,49.85,8.84,50,3.18,77,0.12,0,0,26.06,82,1.18,10,56,0.94,1.77,23,74,-8,55.65,2.71,0.41,0.56,28.89,85,6.16,6.72,1.18,0.83,0.35,0.12,3.18,4.01,0.12,10,0.24,33,0.12,11,66,23,7,63,30,16.65,13.28,0.97,109,-3.37,16.12,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,4.85,30,-0.02,0.09,0,0.04,0,0.11,,
